request_datetime,response_datetime,event_id,account_id,branch_code,amount,jenis_mutasi,nomor_referensi,nomor_referensi_fwd,keterangan,amount_debit,amount_credit
2024-12-09 17:49:46.204055,2024-12-09 17:49:46.573378,2e96b6a4-bca7-4514-ba31-c31a67a99831,8888042879,888,70604.0000,D,3bb7535e-10ee-45e3-8b25-c9bcb80294af,BCA384557448,Pembayaran Tagihan PLN - 114321028007,70604.0000,
2024-12-09 17:49:46.204055,2024-12-09 17:49:46.573378,2e96b6a4-bca7-4514-ba31-c31a67a99831,8888042879,888,2500.0000,D,3bb7535e-10ee-45e3-8b25-c9bcb80294af,BCA384557448,Pembayaran Tagihan PLN - 114321028007,2500.0000,
2024-12-09 17:44:27.769025,2024-12-09 17:44:28.138443,b0e3bc6f-69ce-4429-bd61-c6ff67934c7c,8888042879,888,2500.0000,D,3378dadb-2fa3-47d4-9429-98477fd46885,BCA066441035,Pembayaran Tagihan PLN - 161021034201,2500.0000,
2024-12-09 17:44:27.769025,2024-12-09 17:44:28.138443,b0e3bc6f-69ce-4429-bd61-c6ff67934c7c,8888042879,888,50000.0000,D,3378dadb-2fa3-47d4-9429-98477fd46885,BCA066441035,Pembayaran Tagihan PLN - 161021034201,50000.0000,
2024-12-09 17:38:38.418787,2024-12-09 17:38:38.787405,1f0706a7-8784-4073-9648-220815255761,8888042879,888,9907.0000,D,b4684cd6-2b23-4166-a09b-fc2373df711a,BCA716873754,Pembayaran Tagihan PLN - 144021034503,9907.0000,
2024-12-09 17:38:38.418787,2024-12-09 17:38:38.787405,1f0706a7-8784-4073-9648-220815255761,8888042879,888,2500.0000,D,b4684cd6-2b23-4166-a09b-fc2373df711a,BCA716873754,Pembayaran Tagihan PLN - 144021034503,2500.0000,
2024-12-09 17:28:51.999457,2024-12-09 17:28:52.379313,1866eeea-ca1f-43c2-a25e-7ec590d6615b,8888042879,888,23400.0000,D,2ae22e9c-db73-44c4-ad87-6d980c0b58c4,BCA4417288142,QRIS CPM RINTIS SEJAHTERA         ,23400.0000,
2024-12-09 17:19:49.785034,2024-12-09 17:19:50.130689,6dc3f3b8-0f58-4863-a1de-fa7863a11250,8888068783,888,9975000.0000,D,8052cf01-86de-4f74-910e-cbf7f0039cbb,fedbd51c-5e9e-4e44-9ad6-741da6b64b9a,LOCK Balance from 8888068783,9975000.0000,
2024-12-09 17:18:16.994130,2024-12-09 17:18:17.379583,09b5cceb-e49b-4d21-9a4d-be9886b98f57,8888068783,888,9975000.0000,C,7c685de1-f062-4634-9664-6139752c958f,1b54cfe6-5eeb-4b67-9f69-c3649e615000,RELEASE Balance to 8888068783,,9975000.0000
2024-12-09 17:00:41.445706,2024-12-09 17:00:41.811028,082d31b2-fd27-4fa9-bec8-6052de40c8ee,8888068783,888,9975000.0000,D,268152ab-345d-4a4e-8f73-26c7bf8c0387,1b54cfe6-5eeb-4b67-9f69-c3649e615000,LOCK Balance from 8888068783,9975000.0000,
2024-12-09 16:42:08.660959,2024-12-09 16:42:09.037473,70797ec2-8a7f-4876-931d-9682a2ca3736,8888042879,888,2500.0000,D,7ad3cd79-40c3-410d-afdf-4c1f29cb2076,BCA327057271,Pembayaran Non Tagihan Listrik PLN - 5110210353004,2500.0000,
2024-12-09 16:42:08.660959,2024-12-09 16:42:09.037473,70797ec2-8a7f-4876-931d-9682a2ca3736,8888042879,888,10000.0000,D,7ad3cd79-40c3-410d-afdf-4c1f29cb2076,BCA327057271,Pembayaran Non Tagihan Listrik PLN - 5110210353004,10000.0000,
2024-12-09 16:35:27.153140,2024-12-09 16:35:27.523033,c14ad895-ff52-4c50-8f7f-99a1b40d99e4,8888068783,888,10000000.0000,C,d2499daf-8b38-4692-9004-a1759898ebb7,BCA924578177,MBSTRF 0652001959(febryna Im) to 8888068783(febryna Im) - Wadiah Initial Fund,,10000000.0000
2024-12-09 16:17:08.290620,2024-12-09 16:17:08.630639,51c96001-895a-432c-a46e-3d7fbe2a112c,8888042879,888,23400.0000,D,6b2909d6-bfec-403d-92a1-e2f7dc10fcb3,BCA4416168140,QRIS CPM RINTIS SEJAHTERA         ,23400.0000,
2024-12-09 15:21:57.386403,2024-12-09 15:21:57.800505,8359efd8-5afb-441f-9982-609c24512ef7,8888042879,888,2500.0000,D,44496136-eeb8-4c2a-8452-cc541f08cca4,BCA515999616,Pembayaran Tagihan PLN - 321821034457,2500.0000,
2024-12-09 15:21:57.386403,2024-12-09 15:21:57.800505,8359efd8-5afb-441f-9982-609c24512ef7,8888042879,888,2382000.0000,D,44496136-eeb8-4c2a-8452-cc541f08cca4,BCA515999616,Pembayaran Tagihan PLN - 321821034457,2382000.0000,
2024-12-09 15:17:17.037465,2024-12-09 15:17:17.393193,ea1d1bbd-975e-4b56-9e45-a41b4fb8a78d,8888042879,888,50000.0000,D,3d0d809e-d487-4649-b796-23e3bc23d1f8,BCA4415178137,QRIS CPM RINTIS SEJAHTERA         ,50000.0000,
2024-12-09 15:03:39.351234,2024-12-09 15:03:39.737425,8179f391-aab8-4329-b5dd-8bd2ce2841e1,8887718149,888,500000.0000,D,519a2a75-59e1-4d13-bd99-99b5862aef10,BCA418219168,MBSTRF 8887718149(RIDHWAN RI) to 8888068775(RIDHWAN RI) - Mudharabah Initial Fund,500000.0000,
2024-12-09 14:47:39.738062,2024-12-09 14:47:40.085251,3e532698-4ba5-4080-839a-f8b51830b392,8887859380,888,25.0000,C,3d1fd285-347c-4904-88b5-51404139b4b1,BCA458667672,MBSTRF 8888059832(BILLY BUMB) to 8887859380(FLORENCIA ) -  ,,25.0000
2024-12-09 14:10:32.618213,2024-12-09 14:10:32.990808,007ba29a-8ded-4374-9f74-906f61d10763,8888042879,888,1804500.0000,C,f7e64f4d-ba2a-4cd3-93bd-f7a17a76bfa7,BCA231163024,Disbursement Gold Financing 8888068767 SoF 8888042879 999EMB24001112,,1804500.0000
2024-12-09 14:10:32.618213,2024-12-09 14:10:32.990808,007ba29a-8ded-4374-9f74-906f61d10763,8888042879,888,1804500.0000,D,f7e64f4d-ba2a-4cd3-93bd-f7a17a76bfa7,BCA231163024,Disbursement Gold Financing 8888068767 SoF 8888042879 999EMB24001112,1804500.0000,
2024-12-09 14:09:02.221695,2024-12-09 14:09:02.604004,7289881c-9944-43f7-bcde-1fb16e1f84eb,8888042879,888,10000.0000,D,d15ef076-c79d-4ffb-a591-6b7f6ce873b6,BCA97671965,UM/999EMB24001112,10000.0000,
2024-12-09 14:09:02.221695,2024-12-09 14:09:02.604004,7289881c-9944-43f7-bcde-1fb16e1f84eb,8888042879,888,200500.0000,D,d15ef076-c79d-4ffb-a591-6b7f6ce873b6,BCA97671965,UM/999EMB24001112,200500.0000,
2024-12-09 14:09:02.221695,2024-12-09 14:09:02.604004,7289881c-9944-43f7-bcde-1fb16e1f84eb,8888042879,888,100000.0000,D,d15ef076-c79d-4ffb-a591-6b7f6ce873b6,BCA97671965,UM/999EMB24001112,100000.0000,
2024-12-09 11:01:30.520170,2024-12-09 11:01:30.888253,b0b9fd0e-732f-4ef3-ad9c-b5ebb832392c,8887991381,888,7669050.0000,D,6cc05053-b627-461c-9a1e-7e2ee48c6b8c,BCA889133710,Disbursement Gold Financing 8888068759 SoF 8887991381 999EMB24001110,7669050.0000,
2024-12-09 11:01:30.520170,2024-12-09 11:01:30.888253,b0b9fd0e-732f-4ef3-ad9c-b5ebb832392c,8887991381,888,7669050.0000,C,6cc05053-b627-461c-9a1e-7e2ee48c6b8c,BCA889133710,Disbursement Gold Financing 8888068759 SoF 8887991381 999EMB24001110,,7669050.0000
2024-12-09 10:54:55.102994,2024-12-09 10:54:55.496719,54b96ad6-471b-42a8-b48f-85cdeb5100e9,8887991381,888,852200.0000,D,c5663f1f-da9f-40d4-b232-b173ac804f8a,BCA19150369,UM/999EMB24001110,852200.0000,
2024-12-09 10:54:55.102994,2024-12-09 10:54:55.496719,54b96ad6-471b-42a8-b48f-85cdeb5100e9,8887991381,888,10000.0000,D,c5663f1f-da9f-40d4-b232-b173ac804f8a,BCA19150369,UM/999EMB24001110,10000.0000,
2024-12-09 10:54:55.102994,2024-12-09 10:54:55.496719,54b96ad6-471b-42a8-b48f-85cdeb5100e9,8887991381,888,100000.0000,D,c5663f1f-da9f-40d4-b232-b173ac804f8a,BCA19150369,UM/999EMB24001110,100000.0000,
2024-12-09 10:04:32.983778,2024-12-09 10:04:33.337787,565d32d0-5d59-41b0-b975-1cdfbd128cb1,8888054783,888,50000.0000,D,57a7fa99-4e44-4361-a7c3-ed01181d4658,BCA4410048133,QRIS CPM RINTIS SEJAHTERA         ,50000.0000,
2024-12-09 09:58:41.049283,2024-12-09 09:58:41.407900,a1846df7-db9b-42f8-90be-fdb20c5ebac9,8888042879,888,10000000.0000,C,9f54a429-02e0-4c91-8366-03ed3a4cec12,BCA119622113,Pencairan dipercepat Dep.808043855,,10000000.0000
2024-12-09 09:34:36.452771,2024-12-09 09:34:36.779367,cfc74e99-9dd4-4e0c-8dfa-27eb164eeb7b,8888042879,888,10000000.0000,D,525a8cf1-d836-4112-be22-07e176153939,BCA675366615,MBSTRF 8888042879(YAHANIA SI) to 8888068742(YAHANIA SI) - Wadiah Initial Fund,10000000.0000,
2024-12-09 09:33:12.382981,2024-12-09 09:33:12.797885,7e42f7b3-0249-4bc3-93ba-81120e5276e2,8888042879,888,10000000.0000,D,3e10f4b7-3bd5-4518-9c03-81a5c2d5ced2,BCA590308854,MBSTRF 8888042879(YAHANIA SI) to 8888068734(YAHANIA SI) - Wadiah Initial Fund,10000000.0000,
2024-12-09 07:45:44.412013,2024-12-09 07:45:50.701398,0f69c2cd-68e8-4838-adb4-8a8ef6c40833,8887718149,888,250000000.0000,C,a3fca321-3632-4d67-9522-74536ae78b13,ce78c44f-d415-42b2-b8bb-384712fa7798,RELEASE Balance to 8887718149,,250000000.0000
2024-12-07 11:30:23.779421,2024-12-07 11:30:24.153693,8c767cd3-f179-45ae-b81f-591db96f6bb9,8887991381,888,1344907.2400,D,22decabe-869a-4904-abbc-b95b5d8d6416,BCA820922296,Angsuran per Bulan 07-12-2024 8888060137,1344907.2400,
2024-12-07 07:45:55.063684,2024-12-07 07:45:55.435706,01a9f02a-6acc-46cc-9882-4f62e14173b3,8888024059,888,100000000.0000,D,bd56a32b-f66e-4406-ac81-b118b04c3f58,BCA162948034,MBSTRF 8888024059(DICKY FAHR) to 8888068304(DYAH ANGGR) -  ,100000000.0000,
2024-12-07 07:45:54.711153,2024-12-07 07:45:55.087780,469894d3-491e-4882-8e5f-071e17f8ae99,8887604950,888,8000000.0000,D,30d16f59-609b-4aa0-b117-a61d11c489fd,BCA078027353,MBSTRF 8887604950(DEVID KARD) to 808068290(DEVID KARD) - Time Deposit Initial Fund,8000000.0000,
2024-12-07 07:45:53.957140,2024-12-07 07:45:54.355539,8ac1ca7c-84f6-4467-9208-0be238fd3103,8888054783,888,9800000.0000,D,52a33eda-cb5a-480a-a359-0e726e3c9d3c,BCA957329737,MBSTRF 8888054783(MUHAMMAD R) to 808068274(MUHAMMAD R) - Time Deposit Initial Fund,9800000.0000,
2024-12-07 07:45:53.889783,2024-12-07 07:45:54.243833,0b1534ad-73b8-44f0-8be4-1109bc87771c,8888038281,888,12000.0000,D,0c654264-bad1-421e-a16d-16cb09a578d7,BCA225268735,QR June iKOn,12000.0000,
2024-12-07 07:45:53.615416,2024-12-07 07:45:53.945669,faf00d92-e899-4ecb-b679-4ed7987462ff,8887959370,026,24.0000,C,13fbe3d4-be5a-4950-b05b-74e4f4b99019,BCA396417721,MBSTRF 8887604950(DEVID KARD) to 8887959370(BILLY BUMB) -  ,,24.0000
2024-12-07 07:45:53.615416,2024-12-07 07:45:53.945669,faf00d92-e899-4ecb-b679-4ed7987462ff,8887604950,888,24.0000,D,13fbe3d4-be5a-4950-b05b-74e4f4b99019,BCA396417721,MBSTRF 8887604950(DEVID KARD) to 8887959370(BILLY BUMB) -  ,24.0000,
2024-12-07 07:45:52.873255,2024-12-07 07:45:53.199308,65dc138b-daf6-4107-a576-29f62e104bfb,8888038281,888,12000.0000,D,8c52d0b6-c016-488b-bdc2-bc7075b8f43c,BCA466686047,QR June iKOn,12000.0000,
2024-12-07 07:45:50.027755,2024-12-07 07:45:50.555724,f02c9ecf-11b3-499c-9514-3d51d0692091,8888052993,068,8950000.0000,D,53a40343-f1e9-4b34-9ab3-5a37c9d43b9e,BCA661507174,MBSTRF 8888052993(MUHAMMAD R) to 808068324(MUHAMMAD R) - Time Deposit Initial Fund,8950000.0000,
2024-12-05 18:22:14.367869,2024-12-05 18:22:14.787129,dedf6a64-d948-4f7d-8b66-7993eec68303,8885118144,888,1000000.0000,C,6a1c5d44-8282-49d1-bed1-86863c0e663b,BCA732978278,Pencairan dipercepat Dep.805150810,,1000000.0000
2024-12-05 17:14:03.838147,2024-12-05 17:14:04.229907,99434dd0-b0bb-4495-a5b8-07a2e098f753,8888050567,888,36640.0600,C,c8ce172b-d2fb-478f-a28e-3d555fca05b1,BCA642283883,Disposisi Bagi Hasil Rekening 808050587,,36640.0600
2024-12-05 17:14:02.752711,2024-12-05 17:14:03.166135,c5218a4a-2346-4bbb-b12f-a262ef6ee0c0,8888050567,888,19000000.0000,C,96803d6a-d7c0-42f7-84fe-4220332595ce,BCA641230740,Pencairan dipercepat Dep.808050587,,19000000.0000
2024-12-05 17:13:17.802223,2024-12-05 17:13:18.202716,bbdb8534-68b2-4e74-b0e1-72ff51ca1181,8888050559,888,27695.4900,C,a083253a-6d5a-47a1-92e1-b3d7cb39eb86,BCA596815935,Disposisi Bagi Hasil Rekening 808050579,,27695.4900
2024-12-05 17:13:16.673727,2024-12-05 17:13:17.198018,f4307a01-4e8a-450a-8caa-bb14282eb2fa,8888050559,888,15000000.0000,C,d92a75f5-ff14-45ed-ac2e-6638f28aefb3,BCA595349740,Pencairan dipercepat Dep.808050579,,15000000.0000
2024-12-05 17:07:02.170917,2024-12-05 17:07:08.561117,a24ce152-c5c1-4f39-9524-0691e123655f,8888050559,888,12000000.0000,D,858ab80c-c799-4f32-b4f5-287b09a1142c,BCAOPRSAD20241205170651,"Setor Deposito No. Rek. 858067945 Nominal 12,000,000.00",12000000.0000,
2024-12-05 14:35:28.315419,2024-12-05 14:35:34.646219,63cac435-45f0-4780-81cc-ee8717843939,8888060061,888,10008.0000,D,f33b54e5-e89a-4d74-a5c6-da06cd457322,BCA126951156,MBSTRF 8888060061(MIRA SETIA) to 8887931999(ESTER CARO) -  ,10008.0000,
2024-12-05 14:35:28.315419,2024-12-05 14:35:34.646219,63cac435-45f0-4780-81cc-ee8717843939,8887931999,888,10008.0000,C,f33b54e5-e89a-4d74-a5c6-da06cd457322,BCA126951156,MBSTRF 8888060061(MIRA SETIA) to 8887931999(ESTER CARO) -  ,,10008.0000
2024-12-05 12:41:14.238574,2024-12-05 12:41:14.628498,2119ac75-c803-4510-9433-7a36999fa625,8887553801,888,20300.0000,C,a211d92c-9835-41c0-9896-8077efc857fd,BCA262122388R,REV ,,20300.0000
2024-12-05 12:41:14.238574,2024-12-05 12:41:14.628498,2119ac75-c803-4510-9433-7a36999fa625,8887553801,888,1000.0000,C,a211d92c-9835-41c0-9896-8077efc857fd,BCA262122388R,REV ,,1000.0000
2024-12-05 12:41:03.968758,2024-12-05 12:41:10.360830,5165b306-94c3-43b6-9484-98db6aec8c31,8887553801,888,1000.0000,D,94380a7d-8017-4115-8537-c6273fbf42b5,BCA262122388,TOPUP FLAZZ 0145200000002024 8887553801,1000.0000,
2024-12-05 12:41:03.968758,2024-12-05 12:41:10.360830,5165b306-94c3-43b6-9484-98db6aec8c31,8887553801,888,20300.0000,D,94380a7d-8017-4115-8537-c6273fbf42b5,BCA262122388,TOPUP FLAZZ 0145200000002024 8887553801,20300.0000,
2024-12-05 11:01:21.777780,2024-12-05 11:01:22.128105,381d9b53-a0e7-4efe-b66b-11a342f6ac57,8888038281,888,12000.0000,D,307179d3-535e-41b0-bb5d-2efbf3124e6c,BCA150093511,QR June iKOn,12000.0000,
2024-12-05 10:58:28.512041,2024-12-05 10:58:28.868034,495e8edd-009b-4bf1-b3ac-104eb015711d,8888038281,888,12000.0000,D,166f74de-d6f1-4a69-a9f9-42ae2c9452d1,BCA668109846,QR June iKOn,12000.0000,
2024-12-05 10:53:01.150230,2024-12-05 10:53:01.556421,8b830eb8-6c51-4256-b9a9-c91fc54844cc,8888067314,030,10000.0000,D,7486ad49-08bc-4d37-81ca-99d4f90679eb,BCA779933697,MBSTRF 8888067314(DICKY FAHR) to 8887718149(RIDHWAN RI) -  ,10000.0000,
2024-12-05 10:53:01.150230,2024-12-05 10:53:01.556421,8b830eb8-6c51-4256-b9a9-c91fc54844cc,8887718149,888,10000.0000,C,7486ad49-08bc-4d37-81ca-99d4f90679eb,BCA779933697,MBSTRF 8888067314(DICKY FAHR) to 8887718149(RIDHWAN RI) -  ,,10000.0000
2024-12-05 10:40:43.967980,2024-12-05 10:40:44.284111,4c578a32-915f-4c55-a4f3-2a07606ded0c,8887718149,888,150000000.0000,D,194219d1-e0d4-4e1e-818d-610adcc9b2e0,BCA042892526,MBSTRF 8887718149(RIDHWAN RI) to 9990003726(RIDHWAN RI) -  ,150000000.0000,
2024-12-05 10:39:06.937556,2024-12-05 10:39:07.295925,e70ec8de-cdb9-4652-ab85-27b82fe66dc5,8887718149,888,250000000.0000,C,ee01daf6-f546-4b2a-bdb9-12853ec44d6b,c8ce69d6-f439-4c50-a1ee-9111709fe71f,RELEASE Balance to 8887718149,,250000000.0000
2024-12-05 10:32:26.497129,2024-12-05 10:32:26.860203,9f262872-9931-424e-939b-00a6db7c5726,8885118144,888,1000004.0000,D,a5c4e9b2-8b11-4b81-bcbd-6a9118fc07b9,BCA545201391,MBSTRF 8885118144(EDDY KURNI) to 805151164(EDDY KURNI) - Time Deposit Initial Fund,1000004.0000,
2024-12-05 10:28:37.719872,2024-12-05 10:28:38.066331,9f6e886a-fbfe-4973-a186-18a862e32bb3,8887718149,888,250000000.0000,D,dbdb9b45-9b9d-48a3-aa4e-6fc9fc61800f,ce78c44f-d415-42b2-b8bb-384712fa7798,LOCK Balance from 8887718149,250000000.0000,
2024-12-05 10:21:38.017331,2024-12-05 10:21:38.394629,8536feae-011e-4df9-aa41-d16d80d7ab96,8887718149,888,250000000.0000,D,ff68d51f-7b57-485e-9e0a-ab8887c3463f,c8ce69d6-f439-4c50-a1ee-9111709fe71f,LOCK Balance from 8887718149,250000000.0000,
2024-12-05 09:52:05.378490,2024-12-05 09:52:05.763514,c368d9db-eda8-490c-b1ea-bea8522fcd3a,8885118144,888,10000001.0000,D,2d6f9417-0449-43cc-91c9-c615c96a14aa,BCA124320979,MBSTRF 8885118144(EDDY KURNI) to 805151156(EDDY KURNI) - Time Deposit Initial Fund,10000001.0000,
2024-12-05 09:34:48.671580,2024-12-05 09:34:49.014083,7b6f8ba6-0575-4d54-9f82-bd6e3feaa503,8885118144,888,1000020.0000,C,30276642-7d81-4dce-b8aa-5754d25ac8f5,BCA082852493R,REV MBSTRF 8885118144(EDDY KURNI) to 805151149(EDDY KURNI) - Time Deposit Initial Fund,,1000020.0000
2024-12-05 09:34:48.024216,2024-12-05 09:34:48.477362,58200fd8-a2c0-491c-9362-beb7ea161f0a,8885118144,888,1000020.0000,D,73cb0441-7585-48d8-bfe4-1c2de91682b9,BCA082852493,MBSTRF 8885118144(EDDY KURNI) to 805151149(EDDY KURNI) - Time Deposit Initial Fund,1000020.0000,
2024-12-04 15:14:22.619423,2024-12-04 15:14:22.982879,ad33c253-4b54-42bc-b621-3bae1e935e8b,8887553140,888,20000.0000,C,9d12c214-c739-4f09-a029-41a8c03d94c4,BCS053184130,TRF BATCH MYBB - batch tm - tes,,20000.0000
2024-12-04 13:59:39.614706,2024-12-04 13:59:40.079617,08b3720c-54b4-4435-b37a-c537c0bd0211,8887604950,888,1000.8100,D,ced60d92-a20e-4e32-89f4-6e806f86fcf2,BCAS76,PAYMENT TO MERCHANT AYAM BAKAR,1000.8100,
2024-12-04 13:47:44.915252,2024-12-04 13:47:51.511814,cb324506-553c-446c-9739-d23e72e0e84d,8885118144,888,1020304.0000,C,e661792a-7837-4bc7-9f09-1843ff9f62f2,BCA863824219,Pencairan dipercepat Dep.805150844,,1020304.0000
2024-12-04 11:38:20.714388,2024-12-04 11:38:21.065855,9d9c402f-e7d4-4db5-b9f1-950f3acefb56,8885118144,888,1020304.0000,D,10cea6df-9071-4bb0-a441-b649e115c0fb,BCA099145470,MBSTRF 8885118144(EDDY KURNI) to 805150844(EDDY KURNI) - Time Deposit Initial Fund,1020304.0000,
2024-12-04 11:18:47.944493,2024-12-04 11:18:48.327148,e30e485a-8f9d-4f6c-9f96-7f5906cf52eb,8885118144,888,1120000.0000,C,ea77599f-c2b6-43f5-873d-34ff2d0e46c5,BCA926427430R,REV MBSTRF 8885118144(EDDY KURNI) to 805150836(EDDY KURNI) - Time Deposit Initial Fund,,1120000.0000
2024-12-04 11:18:47.311389,2024-12-04 11:18:47.794225,6265706b-439b-47ba-ae2c-3a0328ff68ca,8885118144,888,1120000.0000,D,483f5e7e-a082-4187-9d9b-c22c503eba97,BCA926427430,MBSTRF 8885118144(EDDY KURNI) to 805150836(EDDY KURNI) - Time Deposit Initial Fund,1120000.0000,
2024-12-04 11:17:55.358923,2024-12-04 11:17:55.700173,17aaded7-d6ad-4cc8-ad1a-67d9a4886ec8,8885118144,888,1230000.0000,C,cf9aac53-4e81-4492-b9c8-b79224bbf2cf,BCA872964743R,REV MBSTRF 8885118144(EDDY KURNI) to 805150828(EDDY KURNI) - Time Deposit Initial Fund,,1230000.0000
2024-12-04 11:17:54.211300,2024-12-04 11:17:54.574761,adff2378-5dc6-4298-bc0b-43b247c957ca,8885118144,888,1230000.0000,D,9941002d-1d09-480e-add7-7eb22e9115cc,BCA872964743,MBSTRF 8885118144(EDDY KURNI) to 805150828(EDDY KURNI) - Time Deposit Initial Fund,1230000.0000,
2024-12-04 10:55:36.974595,2024-12-04 10:55:37.304822,79f01b78-748b-4a55-933c-bc09cd4726aa,8885118144,888,1000000.0000,D,06a50a60-d82f-480b-9c17-2c55fd65bc58,BCA535222475,MBSTRF 8885118144(EDDY KURNI) to 805150810(EDDY KURNI) - Time Deposit Initial Fund,1000000.0000,
2024-12-04 08:40:59.011332,2024-12-04 08:40:59.387860,c51fb390-ed3c-459c-a4bd-48cd1a59ec48,8888067314,030,5000000.0000,C,10ce16db-25d5-4a8a-b021-59659429a8f5,BCA456978858,MBSTRF 9990003965(DICKY FAHR) to 8888067314(DICKY FAHR) -  ,,5000000.0000
2024-12-04 08:40:07.047661,2024-12-04 08:40:07.397176,04703f97-cb9c-4c93-8d22-5faa6b8e837b,8888067322,888,50000000.0000,C,a73a427e-85e0-4d23-8a5a-4535be57a6f3,BCA405309365,MBSTRF 9990003965(DICKY FAHR) to 8888067322(DICKY FAHR) -  ,,50000000.0000
2024-12-04 08:39:18.927764,2024-12-04 08:39:19.430714,a3a1889b-1374-4087-a387-d237fed72a6b,8888067330,005,10000000.0000,C,01828fdf-e70c-4598-bd5c-4327750f6861,BCA350477030,MBSTRF 9990003965(DICKY FAHR) to 8888067330(DICKY FAHR) -  ,,10000000.0000
2024-12-03 17:29:52.645171,2024-12-03 17:29:53.036489,0400215e-91aa-4318-8e0c-bbd1dac5eb8b,8888067330,005,100000.0000,C,fc97f0b7-aa8c-4995-aa6a-5911df4b68ca,BCA789925956,MBSTRF 8888024059(DICKY FAHR) to 8888067330(DICKY FAHR) - Wadiah Initial Fund,,100000.0000
2024-12-03 17:29:51.955307,2024-12-03 17:29:52.601012,9a9f442c-44c1-4107-8108-6772dc8d1652,8888024059,888,100000.0000,D,a232eaeb-ac05-4fcd-98ec-d5bf88ccff6a,BCA789925956,MBSTRF 8888024059(DICKY FAHR) to 8888067330(DICKY FAHR) - Wadiah Initial Fund,100000.0000,
2024-12-03 17:28:47.761016,2024-12-03 17:28:48.159950,99bd2581-2e99-4f12-88aa-3978ae831ad2,8888067322,888,100000.0000,C,30a30a30-f80b-4d73-a5d8-f88c5626d168,BCA725569143,MBSTRF 8888024059(DICKY FAHR) to 8888067322(DICKY FAHR) - Wadiah Initial Fund,,100000.0000
2024-12-03 17:28:46.471496,2024-12-03 17:28:46.858549,97effac6-e458-46db-9675-b13928430bee,8888024059,888,100000.0000,D,6eaff061-fc29-421f-b1ee-61cb29886a4a,BCA725569143,MBSTRF 8888024059(DICKY FAHR) to 8888067322(DICKY FAHR) - Wadiah Initial Fund,100000.0000,
2024-12-03 17:28:14.453563,2024-12-03 17:28:14.832024,0ea75694-b185-4295-b750-0d7a0cde0300,8888067314,030,100000.0000,C,fc2012ca-b7ea-4d74-b404-576d97aa6ea3,BCA691787136,MBSTRF 8888024059(DICKY FAHR) to 8888067314(DICKY FAHR) - Wadiah Initial Fund,,100000.0000
2024-12-03 17:28:12.903741,2024-12-03 17:28:13.282135,90ed65da-5a0d-4588-8e0c-bed141663425,8888024059,888,100000.0000,D,5647ba21-469d-4acf-a9a9-00b42ab8f847,BCA691787136,MBSTRF 8888024059(DICKY FAHR) to 8888067314(DICKY FAHR) - Wadiah Initial Fund,100000.0000,
2024-12-03 17:27:12.592041,2024-12-03 17:27:13.098649,008ae781-8365-4c75-8cdf-d75e29d53313,8888067306,001,1000000.0000,C,6f6595ec-409f-4a7a-aa03-cd664295fc7f,BCA630306048,MBSTRF 8888024059(DICKY FAHR) to 8888067306(DICKY FAHR) - Wadiah Initial Fund,,1000000.0000
2024-12-03 17:27:11.506460,2024-12-03 17:27:11.903572,fcb391b0-5d15-4e67-b4e8-a67a2c7ae2e4,8888024059,888,1000000.0000,D,309f4ccd-c2dd-4965-a75d-213ea68ea283,BCA630306048,MBSTRF 8888024059(DICKY FAHR) to 8888067306(DICKY FAHR) - Wadiah Initial Fund,1000000.0000,
2024-12-03 17:27:09.718206,2024-12-03 17:27:10.214331,377d5c8f-6beb-4131-9885-9952b13fdc26,8887718149,888,250000000.0000,C,1a49ab6c-b3d6-4452-98da-2b317ef1222a,f2a0a445-0a4c-4719-9751-5c6cd1390850,RELEASE Balance to 8887718149,,250000000.0000
2024-12-03 17:27:06.188011,2024-12-03 17:27:06.612935,e21aaab0-1584-484a-8475-268b0ee8f623,8887718149,888,250000000.0000,D,79bd5900-2dcb-4112-a637-cf6aaedeb76e,f2a0a445-0a4c-4719-9751-5c6cd1390850,LOCK Balance from 8887718149,250000000.0000,
2024-12-03 15:02:47.874931,2024-12-03 15:02:48.240808,0816e293-528a-48de-8853-95ce146e68a2,8887718149,888,700000000.0000,C,17802680-09ff-4a9a-923d-8b00cf52bdf8,adeff8a1-5502-4498-8d0e-f23776bb1311,RELEASE Balance to 8887718149,,700000000.0000
2024-12-03 15:02:22.990224,2024-12-03 15:02:29.454323,458c03bd-de5c-4e7e-af32-8a86b0a81a24,8887718149,888,100000000.0000,C,92082048-b3a1-4186-aa1e-577c0cd9c518,8fdc962b-ca78-47b5-bd82-3485038919e8,RELEASE Balance to 8887718149,,100000000.0000
2024-12-03 13:52:57.595273,2024-12-03 13:52:58.007580,bbc6b277-3b6e-4dc5-880f-789d97a02747,8887604950,888,1000.8100,D,4b3a78e2-85d4-4a03-a0c8-94772d6d9143,BCAS7176,PAYMENT TO MERCHANT AYAM BAKAR,1000.8100,
2024-12-03 13:07:17.309654,2024-12-03 13:07:23.811498,43a8d2aa-6ca4-421b-b9c7-fb455a238eaf,8887604950,888,15000.0000,D,8d4dd0ca-51c1-4a7e-acfb-922628bcf813,11613,beli 3 rumah,15000.0000,
